date,r_log_ca,VaRGARCH_N,VaRGARCH_S,VaReGARCH_N,VaReGARCH_S,VaRgGARCH_N,VaRgGARCH_S,VaRaGARCH_N,VaRaGARCH_S
2018-02-05,-1.4862974548148162,1.507934833091439,1.9724280884011247,1.5781310606007735,2.0715392973322264,1.587849885995832,2.133230041083137,1.5333946516610941,2.025834977276582
2018-02-06,-2.3742365489830117,2.0456001964240866,2.6231742397480424,1.996203760499028,2.598210085201637,2.4099556973168585,3.2604428510112053,2.0111551234968523,2.562266401139515
2018-02-07,1.806393201438427,2.3411449261352884,3.0003609618946143,2.2962512523604066,2.990245556049155,2.8474473420706756,3.858071295390598,2.303171178229839,2.932266749084336
2018-02-08,-2.002832735287234,3.066829001745343,3.9190320916142096,2.9053401986794536,3.7853544548005416,3.8227148832366584,5.194389877011322,2.9703961255282576,3.716253662205684
2018-02-09,-1.4167179197455713,3.2447855619341057,4.173305644734063,3.1602709866230336,4.140205266243016,3.6162579519236298,4.8527932808259555,3.1752952410792457,4.0280396526740985
2018-02-12,1.19090339546363,3.530898735484576,4.556700066177581,3.48639392032091,4.587795262309763,4.104860208878625,5.523545511387361,3.4704561787564083,4.43672670017699
2018-02-13,-0.6014052907187251,3.5317839700135747,4.570500712830932,3.558785308718899,4.693322236528528,4.190309625291051,5.616896685231305,3.490608731273198,4.501978418336511
2018-02-14,1.090468370542601,3.4255481736533495,4.452097350805579,3.5079482045914663,4.639139122553369,3.94428890161867,5.225799138372352,3.401892721518538,4.418144412297606
2018-02-15,1.1024653016235235,3.233905180592138,4.226500419501528,3.3214599643782345,4.408288589069439,3.7757907886984654,4.986810455067266,3.2139784648190175,4.187009344302015
2018-02-16,1.124526240570626,3.1381139239384757,4.123268753465246,3.2734096110513966,4.362469343646033,3.559702947025777,4.666748250794627,3.1344980423588367,4.116327162611139
2018-02-19,-0.4820749556276658,3.0598872433399182,4.015810630418611,3.2390831420490636,4.307620066179001,3.360072680180667,4.352511582262823,3.0697962019435847,4.042487870077354
2018-02-20,0.6387194032182265,2.996195380755525,3.932701402954363,3.2151147522149217,4.271958626007583,3.1737889882441253,4.069144050241021,3.018863429652339,3.988498392577304
2018-02-21,0.2324401344384847,2.832077490252587,3.718870889439386,3.0392992404136567,4.034344628441788,3.0442951402997536,3.885358783065693,2.8536135380202166,3.764664868788312
